user,text,created_at 
Sarapsol,"Essa é a curva de casos confirmados em BH e MG. Estamos em exponencial. 
As ações dos governos tem sido insuficientes para conter o avanço da contaminação e para colapsar o sistema de saúde!
#coronavirusbrazil #coronavirus #BH #mg https://t.co/upSbwGOwWk",2020-03-20
paulazzy,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
LhcLulalivre,"RT @Manon_NYCity: Coronavirus em Nova York
Segue a thread

Pessoal aí no Brasil, por favor, levem muito a sério as recomendações para evita…",2020-03-20
AFantacini,"RT @psol50: Absurdo! Em meio à crise do Coronavírus, Bolsonaro corta 158 mil benefícios do Bolsa Família. A relação desse governo com os ma…",2020-03-20
brujoliveira,"nunca odiei tanto um bagulho quanto esse Corona, mano
minha mãe tá noiada, o crush tá se afastando...
#ForaCoronaVirus ninguém gosta de você, seu maldito",2020-03-20
worgtal,"RT @Manon_NYCity: Coronavirus em Nova York
Segue a thread

Pessoal aí no Brasil, por favor, levem muito a sério as recomendações para evita…",2020-03-20
drmancini,"RT @centralcoronav1: Atenção Psicólogos!!
#psicologo #psicologia #coronavirus #covid19 #sus #atendimento #online https://t.co/F5eQHoh2bz",2020-03-20
gazetadopovo,Bolsonaro cogita fazer terceiro teste para coronavírus https://t.co/ktFJcOuKCL,2020-03-20
News_Rondonia,"PREVISÃO: EMPRESAS APROVADAS PELA ANVISA PARA PRODUZIR TESTES DO CORONAVÍRUS PLANEJAM VENDA INICIAL DE 640 MIL KIT...
https://t.co/IlMje6ZErA",2020-03-20
GeorgeMarinho10,"RT @CeliaNacarato: Bolsonaro é cobrado a fazer exames para detectar o coronavirus. Ja fez dois e fará um terceiro. E o corrupto, q voltou d…",2020-03-20
RenovaMidia,"O número de mortos na #Espanha pela pandemia de #coronavírus subiu para 1.002 nesta sexta-feira, (19). Cerca de 20 mil pessoas estão infectadas no país europeu.

https://t.co/0YhSVSTaeb",2020-03-20
sueldias,RT @cacaucb: Responsabilidade coletiva: o que dizer às crianças sobre o coronavírus? https://t.co/CJsyo9fOIt,2020-03-20
homemdacobra_,Bolsonaro transmitiu coronavírus pra todo mundo,2020-03-20
LiceMartins15,"RT @delarabru: URGENTE: A cidade chinesa em que o surto de coronavírus começou, Wuhan, anuncia zero novas infecções pela primeira vez.",2020-03-20
amadacasa1,"RT @minsaude: ▶ O envolvimento de todos é importante para o Brasil 🇧🇷 controlar o #coronavírus. Por isso, é fundamental seguir as orientaçõ…",2020-03-20
siteajunews,"‘Não temos um governo’, diz Lula sobre comportamento de Bolsonaro em meio a pandemia #lula #coronavirus #covid29 #bolsonaro #ajunews https://t.co/zi5xccBAOI",2020-03-20
samarabellucci,Já se sabe se as pessoas que pegam do Coronavirus sofre de efeitos após a melhora? Como no caso da chikungunya. #perguntacorona,2020-03-20
Faxaju1,"PRISCO BEZERRA, DO CE, É O TERCEIRO SENADOR COMO O CORONAVÍRUS https://t.co/KgmbYvX2Bv https://t.co/0qSEummtel",2020-03-20
liasepanouir,@coronavirusnobr o próprio corona combatendo as fake news e fazendo mais do que o governo,2020-03-20
sos_atletapb,"Em tempo de Quarentena, é importante todos se conscientizarem da necessidade de se manter em casa no “ISOLAMENTO SOCIAL”, com vistas a combater o avanço do coronavírus.... COVID-19.

Quanto mais cedo nos afastarmos,… https://t.co/8pjDivnQi7",2020-03-20
pqsbinha,eai pessoal que acham #CoronavirusPandemic #coronavirusnobrasil #coronavirus #ficaemcasa,2020-03-20
Georgecosta_,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
InfoTodaHora,"Governo determina suspensão das aulas em todas as escolas estaduais do Amazonas

A medida é uma das ações de enfrentamento da emergência de saúde pública de importância internacional pelo do novo coronavírus (Covid-19). 

https://t.co/QGmoKMWw3t https://t.co/MTW0x4r5Cr",2020-03-20
RUIALVESDASILV6,"RT @SrTrotsky: Coronavirus crise.

Senado: Votação virtual, salário integral
Câmara Dep Fed: Votação virtual, salário integral
Justiça: Sus…",2020-03-20
papilloncyan,RT @lilian_tahan: ATENÇÃO: casos de Coronavírus no DF crescem assustadoramente e chegam a 61. https://t.co/Ko6b7jzGJW,2020-03-20
NobreJorge2,"Pena de prisão para 'fake news' sobre coronavírus na África do Sul
 https://t.co/VkaOTkzue3",2020-03-20
jhxrdan,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
systemofasuco,RT @NevesNetoH: Filipe Martins testa positivo para coronavírus; comitiva tem 22 infectados  https://t.co/D59ULmmvR9,2020-03-20
AlessandroPasc,"RT @brasildefato: Coronavírus: ""Sistema de saúde privado nos EUA está matando as pessoas"", diz ativista

https://t.co/nYCRTEgegI",2020-03-20
MalvadezaCRF22,RT @Cavalinho_CRF85: Aqui onde moro tem caso confirmado de coronavirus. Que Deus proteja todos nós. 😥🙏🏼,2020-03-20
Tatyana0107,RT @WanmingYang: Eu acho que o ministro da saúde Henrique Mandetta é um grande exemplo do Brasil em combate contra a pandemia coronavirus.…,2020-03-20
Nicolly63645460,"#coronavirus
Quando se é assintomático, o vírus pode ser espalhado mesmo que o indivíduo não tenha sintomas durante o período de manifestação destes (dos sintomas)?",2020-03-20
pontoBA,"'Estamos desassistidos', diz porta-voz dos taxistas sobre combate ao coronavírus - https://t.co/XPMfKPEwBo https://t.co/wQvuK1yuEu",2020-03-20
ND_mais_,AO VIVO: governo divulga novas medidas contra o coronavírus em Santa Catarina. #NDmais https://t.co/IdrUKA7UTn,2020-03-20
Angela40638513,"RT @FMouraBrasil: China enviou médicos e equipamentos para ajudar italianos a conter avanço do coronavírus, enquanto Brasil, antes do pico,…",2020-03-20
GiuseppeRiesgo,"Recentemente, o Ministro Paulo Guedes anunciou uma série de medidas que visam amenizar os efeitos causados pela pandemia de #coronavírus 

Explicamos uma por uma. Elas se dividem em 3 eixos: incentivo da demanda, incentivo da oferta, e de combate. Leia: https://t.co/0iH9v3Ub7Z https://t.co/lNXjVA06jQ",2020-03-20
ndtvrecordtv,AO VIVO: governo divulga novas medidas contra o coronavírus em Santa Catarina. #NDmais https://t.co/CpMCijYQ12,2020-03-20
Ninguemfaznada,"RT @ComGoldschmidt: Yuval Noah Harari: Na batalha contra o coronavírus, a humanidade carece de liderança https://t.co/iREoUqWOiA via @wordp…",2020-03-20
menoresponsa,"RT @oironyoliveira: eeeeeh, pode passando álcool na máquina.. #CORONAVIRUS https://t.co/MM3uDZhrLK",2020-03-20
lelenaminhacasa,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
PERALERTA1,Coronavirus | COVID-19 | Aíslan dos conventos de Roma con 60 monjas contagiadas https://t.co/C7srOG1OUF https://t.co/v8w2KyLlFr,2020-03-20
OficialSouza5,"Lula sobre coronavírus: 'Primeiro salvamos o povo, depois a economia' e terceiro o meu dúplex kkkkkk
#FiquemEmCasa #Covid_19 #LulaInfectado #PanelacoContraAEsquerda #Bolsonaroacabou #coronavirus #FalaBrasil #Dia4 #perguntacoronavirus #perguntacorona https://t.co/PtcWgSOceg",2020-03-20
AndyAllah,"@DormeCrf @daoiprolc @Adriano18476596 @ColinaPelo Vamos pontuar:

EU JAMAIS ofendo uma pessoa de burra por conta de uma opinião normalmente!  Eduardo é um imbecil por diversos motivos. Um deles é ser filho do chefe de estado e postar em twitter algo tão complexo, quanto coronavirus, em 280 caracteres. É irresponsável!",2020-03-20
louuisxxl,"Apoie a sua #acompanhante de luxo preferida nesta Pandemia de #coronavirus ! Uma rifa, um adiantamento, um mimo! Tenho certeza que nao lhe fara falta! Putaria tb pode ser solidária! #acompanhantedeluxo #acompanhantes #garotadeprograma #gp #escorts",2020-03-20
Fl4v1oS1lv4,"RT @niralima: Coronavirus deu mais uma peneirada no Brasil: Tem um grupo dos conscientes e solidários, cada vez maior, e um grupo dos ignor…",2020-03-20
Nilson45474246,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
MedicodoPlantao,#Coronavirusplantao | #CoronaVirus #COVID19: saiba como lidar com estresse:,2020-03-20
jp_fonseca92,"Acho que o plano do governo é acabar com a pobreza matando os pobres de fome e de coronavírus.
Triste demais...😔 https://t.co/nbfSikJWpM",2020-03-20
D_Mendes_,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
RTrauchinski,RT @IdcAboutU: Espalhem agora essa merda com a rapidez que espalharam o coronavirus caralho,2020-03-20
Tiago78329715,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ETopSaber,Bill Gates diz que os países precisam de 6 a 10 semanas para conter o coronavírus. https://t.co/48QuvcV7Xm https://t.co/SwOHSmrZEU,2020-03-20
Jacsonmarc,"@PedroCerize Aproveito o gancho para fazer também uma previsão aleatória.

Depois do Coronavirus, grandes chances de mais dois eventos:

Aumento da inflação 
Impechment",2020-03-20
meraspalavras,RT @Cecillia: #Coronavirus: Ministério Público do Rio entrou com uma ação cível pública na Justiça contra o pastor Silas Malafaia pedindo a…,2020-03-20
itsmanibb,RT @geocaio: Daniel caindo na prova do líder é Deus dando a nós um sopro de felicidade em época de coronavirus,2020-03-20
thmesmo,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
ivmesquitaa,RT @LucasouGabriel: Quando passam a informação errada dizendo que tem 2 casos CONFIRMADOS  de coronavirus em Santa Inês! https://t.co/kFX90…,2020-03-20
jerbesonsantana,RT @reinaldoazevedo: Opinião - Reinaldo Azevedo: O coronavírus não é o único patógeno perigoso que hoje contamina as Forças Armadas https:/…,2020-03-20
Emiisama,"RT @me_gustavinho: Dia 5

H5N6, gripe aviária 

próxima edição... raiva

#Covid_19 #covid19 #CoronaVirusChallenge #coronavirus #H5N6 https:…",2020-03-20
JoelitonBr,"RT @BolsonaroSP: Veja mais medidas tomadas por @JairBolsonaro no combate ao coronavirus, desta vez nos setor de transportes. https://t.co/Z…",2020-03-20
sfmdlovsx,"RT @anttrindade: ""pq coronavirus é criado em laboratório não sei o q não sei q lá"" https://t.co/Vy0a6teGBn",2020-03-20
FredBacelar,"@MarcosQuezado1 @RodrigoMaia Nhonhô @davialcolumbre Batoré
@BolsonaroSP
Tomem vergonha na Cara seus Canalhas , pedindo desculpa pros canalhas que prenderam o Médico que tentou avisar o Mundo da Pandemia do CoronaVirus",2020-03-20
zepedro231,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
andressabfr_,RT @geocaio: Daniel caindo na prova do líder é Deus dando a nós um sopro de felicidade em época de coronavirus,2020-03-20
REDETUDOW,Coronavírus: saiba por que governos e cientistas indicam confinamento para conter a Covid-19 https://t.co/3tKmYRvjea via @AgoraNoticiasBr,2020-03-20
vulgojvs,"RT @oironyoliveira: eeeeeh, pode passando álcool na máquina.. #CORONAVIRUS https://t.co/MM3uDZhrLK",2020-03-20
teodoro_aragao,RT @notisiago: ampliaram uma amostra de coronavirus e o resultado foi esse https://t.co/QWMaqL6x3y,2020-03-20
DaJailsao12,"RT @DaJailsao12: Bom,o ano já começou uma loucura!

Janeiro: Quase terceira guerra mundial
Fevereiro: CORONAVIRUS
Março: Coronavirus se esp…",2020-03-20
emiliomoreno,"RT @uira: https://t.co/ePQPZR5xYN

Novo site com informações sobre enfrentamento ao CoronaVírus no Ceará.

@CCMazza @emiliomoreno @maisanab…",2020-03-20
eduardofalando,gabi me deu um álcool em gel por causa do coronavirus mas mal ela sabe que eu ja to infectado pelo gostosavirus que eu peguei dela 🤒,2020-03-20
jtnb_,sexto e fds o coronavirus,2020-03-20
vivimacena,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
ITSURDEFECT,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
JulianaFranco97,"Queria saber se pode ocorrer de pegar o coronavirus mais de uma vez ou se ele é igual a catapora q pegou uma vez não pega de novo?

#perguntacorona",2020-03-20
fabiolafonte1,"RT @revistaforum: Lula sobre coronavírus: “Depois que salvar o povo a gente discute como salvar a economia”

https://t.co/zMIHZElKy1",2020-03-20
mvicksr,"RT @carlajimenez9: Há médicos chineses desembarcando na Itália, que já perdeu 3405 pessoas p o coronavírus. Vão levar sua experiência de co…",2020-03-20
facunbua,"@o_antagonista @jairbolsonaro Se dependesse da liderança do Bolsonaro, o Brasil estava com 10.000 casos e Coronavirus...",2020-03-20
anadubeux,Coronavirus: Os cuidados necessários para manter a saúde mental https://t.co/pDElDBWpjr @correio,2020-03-20
observadorpt,"Na Catalunha, o combate ao coronavírus já é arma de arremesso de independentistas contra Sánchez: https://t.co/KA76yMPD76",2020-03-20
Record_Portugal,AC Viseu - Jogador do Ac. Viseu rescinde devido ao coronavírus https://t.co/tXmFxDX5Fu,2020-03-20
trajanojorge,"RT @igormello: Casa grande e senzala versão 2020, em tempos de coronavírus. A patroa moradora do Alto Leblon, endereço mais caro do Brasil,…",2020-03-20
Patrick_BLima,"RT @oironyoliveira: eeeeeh, pode passando álcool na máquina.. #CORONAVIRUS https://t.co/MM3uDZhrLK",2020-03-20
ramonvieiracrvg,"RT @ovictorsimoes: Coronavirus: a
Brasileiros: https://t.co/Tpo5MR3g1S",2020-03-20
dattebaneeee,caralho coronavirus filho da puta,2020-03-20
NewsFatos,Prisco Bezerra é o terceiro senador diagnosticado com coronavírus https://t.co/94Hqe3Gx80,2020-03-20
chanyeollovess_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ernani_neto,RT @DCM_online: Bolsonaro critica Witzel e afirma que governadores ‘exageraram nas medidas’ contra coronavírus https://t.co/ERmZfdImW3,2020-03-20
ATLANTICOonline,"O @institutpasteur está desenvolvimento um kit rápido para diagnosticar a COVID-19, em parceria com a empresa britânica de biotecnologia @mologic
#coronavirus #CoronaCrisis #Science #Health #CODVID19 
https://t.co/b7lEOM2RX7 https://t.co/5J7c2WsC1I",2020-03-20
_TavaresJean_,"RT @PoetasFla: Nesses tempos de coronavirus, a regra fundamental é fazer q nem o Marcio Araujo e fazer a marcação a distância pra evitar o…",2020-03-20
matheusnoah,RT @JapaDoB0ls0: Odeio você coronavirus,2020-03-20
ZeroRocks__,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Jefsoares3,"RT @JornalOGlobo: Coronavírus: novidade no Brasil, implante de chips é aposta da Medicina https://t.co/Fhdf9DJV8w https://t.co/dAdbkqduEC",2020-03-20
WMManhattan,"Ibovespa sobe mais de 4% seguindo otimismo global com estímulos contra o coronavírus.

Otimismo é decorrente de uma série de estímulos fiscais e econômicos que vem sendo anunciados em todo o mundo, incluindo no Brasil.

#agendawm #COVID19 #ibovespa",2020-03-20
Eu_Sou_O_Hacker,"RT @delucca: Falta teste de coronavírus no Brasil porque o Bolsonaro está fazendo todos

https://t.co/Ipy27f7fLV",2020-03-20
kceta98,"RT @thisisolimpio: Coronavirus, eu ainda quero viver isso: NÃO SE ATREVA",2020-03-20
afe_bia,RT @Aruen17: Postar antes que o coronavirus venha pra Lontras https://t.co/P89Cmagft5,2020-03-20
HBetarelo,"Os Patotas devem estar Amando esse Coronavirus , assim podem continuar na patota e colocar a culpa no vírus ahhahahahahahahha",2020-03-20
s0_t1r3d,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
shimizugunner,"RT @Augusto22Renato: Renato Augusto, do Shimizu S-Pulse, comenta as mudanças por conta do coronavírus https://t.co/dyBZM6NkqJ",2020-03-20
jornalextra,Confira orientações para economizar energia durante quarentena contra o coronavírus https://t.co/NUaype6QFr https://t.co/qcGYHtjQeX,2020-03-20
ClicRDC,🔴Ao vivo: Governo de Santa Catarina anuncia novas medidas contra o coronavírus https://t.co/nbAKcxZUBQ https://t.co/m1zkqnsXV7,2020-03-20
THdoDL,"RT @br_covid19: Dados do Coronavírus (COVID-19) no Brasil 🇧🇷 

 🗓️ Data: 20 / 3 / 2020
 🤒 Casos Confirmados: 647
 😷 Casos Críticos: 18
 😢 M…",2020-03-20
gyngo,Status do #coronavirus em alguns países https://t.co/39zZCPh5K6,2020-03-20
MarcosRogrioMa4,"RT @saudepoa: Situação do #coronavírus em Porto Alegre em 20/03. #Atualização

▶️ 39 casos suspeitos
❌ 166 casos descartados
▶️ 23 casos co…",2020-03-20
perRBucarc,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
babyzluhan,e meu cachorro que tomou vacina contra coronavirus ano passado e eu nem sabia,2020-03-20
JulioAlfaya,"@jose_simao Agora, me diga, Como o Alcoolumbre pegou coronavirus? Estamos fudidos!",2020-03-20
carlosasilverio,"RT @MirandaSa_: SEGURANÇA - ""Não podemos soltar presos e pôr em risco população"", diz o ministro Sérgio Moro sobre crise do coronavírus htt…",2020-03-20
GutoAraujo13,"RT @JusticaGovBR: Para garantir a efetividade das medidas de saúde e evitar a disseminação do coronavírus, o MJSP e Ministério da Saúde edi…",2020-03-20
Auber_Brasil,"RT @RenovaMidia: O número de mortos na #Espanha pela pandemia de #coronavírus subiu para 1.002 nesta sexta-feira, (19). Cerca de 20 mil pes…",2020-03-20
Regina85021243,"RT @MarleneFFL: A T E N Ç Ã O ⚠️⚠️⚠️⚠️⚠️

Fox News notícia AGORA remédio contra o CoronaVírus! A Fox News acaba de noticiar um remédio que…",2020-03-20
kauex,RT @LidiaPaizinho: Charge de jornal dinamarquês sobre coronavírus irrita China https://t.co/jpqCfbr7Ar via @exame,2020-03-20
ernani_neto,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
ohlords,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
MageOnline,"Sobe para 22 o número de contaminados por coronavírus na comitiva de Bolsonaro
https://t.co/2NvNtH40ju https://t.co/Q6Lhb6XE6Z",2020-03-20
heliobueno,"Hipocrisia e silêncio seletivo.

Preta Gil está com Coronavirus. 
Arrastou 320 mil pessoas em um bloco no Rio, todo mundo suando, se esbarrando. Silêncio total.
Bolsonaro tirou 3 fotos e virou perigo à humanidade, foi e está sendo massacrado.
😏👌 https://t.co/TzOy5dAght",2020-03-20
arraxxxca_crf,"RT @dw_brasil: Mortes por #coronavirus passam de 10 mil no mundo: 
casos diagnosticados de #COVID19 são mais de 244 mil, e mais de 86 mil p…",2020-03-20
dj0bas,"RT @blogdopannunzio: O coronavirus já matou quase nove mil pessoas no mundo. Mas a vítima mais importante é... O liberalismo econômico!
Não…",2020-03-20
layslashady,"RT @oatila: Estes são os dados de mortalidade da gripe e do coronavírus. O corona mata pelo menos 10x mais e hospitaliza 20x. Mesmo assim,…",2020-03-20
viniciusantana_,"RT @usponline: A vacina contra coronavírus em desenvolvimento na USP é diferente da americana.

Na Rádio USP, o professor Jorge Kalil expli…",2020-03-20
Simio_pensador,RT @notisiago: ampliaram uma amostra de coronavirus e o resultado foi esse https://t.co/QWMaqL6x3y,2020-03-20
__vitoriadantas,RT @drauziovarella: Ainda não existe vacina contra o novo coronavírus. Mas vacinar contra a gripe auxilia no atendimento e diagnóstico de q…,2020-03-20
calazanswallace,"RT @PoetasFla: Nesses tempos de coronavirus, a regra fundamental é fazer q nem o Marcio Araujo e fazer a marcação a distância pra evitar o…",2020-03-20
AValvulaNews,RT @tvi24pt: Quatro farmácias encerradas por casos de contágio com o novo coronavírus https://t.co/zX2lG0y649,2020-03-20
gegenuness,RT @wipedeilish: gente meu dEus achei o criador do coronavirus,2020-03-20
CupurroR,"RT @digital_explora: CORONAVÍRUS NO #BRASIL - Governo de #Pernambuco entra em loja e leva máscaras descartáveis, que serão utilizadas pela…",2020-03-20
LucasCRSantos,Bill Gates diz que os países precisam de 6 a 10 semanas para conter o coronavírus. https://t.co/rTB6JcqjJ6 https://t.co/ymwQcGTVOX,2020-03-20
guiamuriae,NAC suspende atividades por conta do coronavírus - https://t.co/uEUm1yTBOc #nac,2020-03-20
EZazen3,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
AntnioMelo16,RT @FofocaeFamoso: Âncora da Globo é diagnosticado com coronavírus e respira com aparelhos https://t.co/GaKhgZQgvk https://t.co/9CK62RpDEm,2020-03-20
Oficialluciano7,"Lula sobre coronavírus: 'Primeiro salvamos o povo, depois a economia' e terceiro o meu dúplex kkkkkk
#FiquemEmCasa #Covid_19 #LulaInfectado #PanelacoContraAEsquerda #Bolsonaroacabou #coronavirus #FalaBrasil #Dia4 #perguntacoronavirus #perguntacorona https://t.co/oRvDEJfGT7",2020-03-20
Scar_Cansado,"@tchucolicia @oatila NÃO EXISTE VACINHA para o COVID-19

Coronavírus são vários vírus.

Acompanhe os vídeos do @oatila no canal dele...",2020-03-20
jairotorresani,RT @GovSC: #Coronavírus em SC: Segurança Pública aumenta fiscalização para restringir circulação de pessoas. 🚨@saudepublicasc @dive_sc @cbm…,2020-03-20
PedroFiuza1,"RT @em_com: Travestis que atuam na prostituição em BH terão 'renda mínima' durante pandemia de coronavírus
https://t.co/Z5j10ZGga8

#corona…",2020-03-20
suhlsver,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Cleuza23019745,RT @bocaonews: Bahia tem segundo São João cancelado em razão do Coronavírus #bahia #saojoao #covid19 #coronavirus #bnews https://t.co/4RGP4…,2020-03-20
sandrapanta,RT @madeleinelacsko: Tem algum mandatário internacional que levou um AVIÃO LOTADO DE CORONAVIRUS DE MIAMI para o país dele ou ganhamos essa…,2020-03-20
gatvleo,RT @zwonhoe: puta que pariu a porra do coronavirus,2020-03-20
majujupaiva,RT @shixunies: bolsonaro se todas as pessoas ao seu redor estão com coronavirus menos você... talvez Você seja o virus.....? https://t.co/R…,2020-03-20
cabito,RT @xicograziano: Coronavírus surgiu de uma mutação natural. Não há dúvidas científicas sobre esse fato. Este estudo desmente teoria conspi…,2020-03-20
freitaxxcrf02,"Bglh tá chatão já,tudo é coronavirus 🤬",2020-03-20
drupiti,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
annaveloso20,RT @alefrota77: Vamos falar a verdade Bolsonaro trouxe um avião de Coronavirus p Brasil.,2020-03-20
yavannaaa,"RT @MiguelUtrabo: 1 de janeiro de 2020 / março, 6° dia de quarentena por conta do coronavirus. https://t.co/f0u0U1lUFG",2020-03-20
Barroso7,"RT @renanpegoretti: @EmbaixadaChina Esse foi Li Wenliang, um médico chinês que foi o primeiro a alertar sobre o Coronavirus, em Wuhan, na C…",2020-03-20
ptribeirao,"Bancos privados têm que entrar na luta contra o coronavírus, cobra Dieese | publicado em Blogosfera da Rede PT - Rede PT - https://t.co/vLT4qHmfOm

- Curta nossa Página: https://t.co/ATQeN5dOd5
#LulaLivre #LulaInocente #PTRibeirao #RedePT #40anosPT https://t.co/IszjCoYcTV",2020-03-20
evandroChuck,"RT @folha: RELEMBRE FRASES DE BOLSONARO SOBRE O CORONAVÍRUS

""Está superdimensionado""
""É muito mais fantasia""
""Outras gripes mataram mais""…",2020-03-20
Arturdarocha,"RT @silvia_rubin: Lula sobre coronavírus: 'Primeiro salvamos o povo, depois a economia' https://t.co/hS4t1DnjMJ via @UOLNoticias @UOL",2020-03-20
croismo,"RT @psol50: Absurdo! Em meio à crise do Coronavírus, Bolsonaro corta 158 mil benefícios do Bolsa Família. A relação desse governo com os ma…",2020-03-20
mottacl,Neste tempos de #coronavirus https://t.co/wgCdwSJHf8,2020-03-20
Reaper_Arana,RT @guilhermepisni: parece que o coronavirus tambem afeta o cerebro https://t.co/pXzjucHI93,2020-03-20
josematosbr,"@Ricknense @studiocorsp @WanmingYang E se o Brasil precisar de respirador chinês ou antiviral cubano e você pegar coronavirus, recuse esse topo de para liberar espaço para quem estiver sem o vírus do ódio e do preconceito. #bananinha",2020-03-20
garroziff,me chama de coronavírus e me COVID pra sua cama,2020-03-20
_cacarico,Então quer dizer que o chupa cu de Goiânia vai morrer de coronavirus?,2020-03-20
ReinadoGeek,"A Disney vai disponibilizar Dois Irmãos - Uma Jornada Fantástica nas plataformas digitais e no Disney+ duas semanas após seu lançamento no cinema por conta do coronavirus. 

Movimento necessário por parte do estúdio. https://t.co/EHleld5pCo",2020-03-20
elizeu43880654,mulher casadanao pode mata mais do que coronavirus 🤝😂,2020-03-20
DYLWANOBRlEN,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ericamf0,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
amandamohmari,coronavirus me mostrando que ficar em casa pode ser chato,2020-03-20
tiagosilva667,RT @jhenny_ramirezz: parem de ter coronavirus 😩🤧✊🏻 https://t.co/kKDijAjNQl,2020-03-20
sos_atletapb,"Em tempo de Quarentena, é importante todos se conscientizarem da necessidade de se manter em casa no “ISOLAMENTO SOCIAL”, com vistas a combater o avanço do coronavírus.... COVID-19.

Quanto mais cedo nos afastarmos,… https://t.co/KpPnvsngVY",2020-03-20
nickabagabir,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
ClodomirFronza,"RT @samiabomfim: Testar, testar e testar. É fundamental termos o diagnóstico do coronavírus para podermos controlar a pandemia. Apresentei…",2020-03-20
erivanraposo,RT @revistaforum: Jair Bolsonaro foi incapaz de controlar a propagação do coronavírus no próprio Palácio do Planalto. Servidores vivem cená…,2020-03-20
depre_negao,"RT @maiconkusterkkk: pq q os cara quer tanto chamar coronavirus de ""vírus chines""? kkkkkkkkkkk

""ah pq veio de la"" beleza mano yakisoba tb…",2020-03-20
joker706402,"RT @andrezamatais: 👇
Sobe para 22 o total de pessoas que estiveram com Bolsonaro nos EUA e têm coronavírus @estadao:  https://t.co/h3xFT9yY…",2020-03-20
tamarabfr,"RT @lalisasnear: personagens aleatórios que derrotariam o coronavirus:

john wick https://t.co/QK37fU1JRC",2020-03-20
veronicacris,"RT @nadanovonofront: Poxa vida, então o governo ANTI CORRUPÇÃO está usando o coronavírus pra favorecer os amigos?

Estou chocado",2020-03-20
anabellbar,"RT @PTnaCamara: Zeca Dirceu propõe suspender cortes de água, luz e gás durante a pandemia do Coronavírus https://t.co/SGM2rOUCab https://t.…",2020-03-20
_2Felp,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
