user,text,created_at
fabianalr_,"RT @GovernoMA: O Centro de Testagem para o Covid-19 está em funcionamento! Se você retornou de viagem até 14 dias atrás, teve contato com a…",2020-03-20
millenahenrii,"RT @Karol_oi: Bom, como a maioria de vocês sabe, eu trabalho em hospital, e vou falar um pouquinho pra vocês sobre a situação do COVID-19.…",2020-03-20
wchrysostomo1,"@Adrysscamar1 É dessa forma que o judiciário,@tjrjoficial , vai ajudar na pandemia? Isto é demanda para plantão judiciário?
Maioria dos seguidores de @PastorMalafaia, moram em comunidades. Serão vetores do covid19 . 
Têm que ser revisto!
@STJnoticias @STF_oficial @CNJ_oficial @wilsonwitzel",2020-03-20
putoneli,"RT @Diogoncm18: O Covid-19 não é o vírus chinês e não existe porque os chineses comem ""comida esquisita"". O Covid-19 existe porque o PCC te…",2020-03-20
FilipeVillegas,$CEMI - Ações da norte-americana Chembio subiam até 60% no pré-mercado depois de divulgar que recebeu um pedido de compra de US$ 4 milhões para o seu sistema DPP COVID-19 IgM/IgG para apoiar no diagnóstico do vírus no Brasil,2020-03-20
Nicolivianna,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
desousa_julio,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
VottanTK,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
bibianicole,"RT @jovensreacinhas: Chineses com covid-19 no Brasil: 0

Casos de covid-19 entre a comitiva do Bozo: 18

Chineses dizendo que o vírus é men…",2020-03-20
godmatos,@MClaraO_21 obrugado covid19🙏🏼,2020-03-20
Enicomputer,"Anvisa aprova oito testes rápidos para Covid-19
© Divulgação/Josué Damacena (IOC/Fiocruz) (Reprodução)

Dados devem ser interpretados por um profissional de saúde

Publicado em 20/03/2020 - 09:08  #ANVISA #CORONAVÍRUS #covid19 #pandemia #SERVIÇO #tes https://t.co/V6R2Z1mJCu https://t.co/jso6qDEZ9A",2020-03-20
hp_medeiros,"RT @Astro_Pontes: No gabinete de crise COVID-19, trabalho a todo vapor no planejamento e acompanhamento das ações da #RedeVirus MCTIC, c/ p…",2020-03-20
MidiaNINJA,Segundo dia com ZERO novos casos na China de contágio local do #covid19,2020-03-20
Maruquineos13,RT @Rafaelroxo4: @jurubebadoce Esses pastores evangélicos vão acabar se contaminando com o Covid-19 e passando para os fiéis em breve. Uma…,2020-03-20
JornalDestak,Covid-19: OMS na Guiné-Bissau pede aprovação urgente do plano de contingência https://t.co/R7WT7Vp7sB,2020-03-20
Luciano7667,RT @UOLNoticias: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE https://t.co/SzFPp3WEZv,2020-03-20
ant_osmar,RT @o_antagonista: .@jairbolsonaro diz que talvez tenha sido contaminado por Covid-19 e nem ficou sabendo. https://t.co/GOAuFQVEp4,2020-03-20
Cclmjauregui,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
dcunhas,"RT @xicosa: Crônica da crueldade sem limite!!!
Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL h…",2020-03-20
CTRL_ALT_DEL_BR,"Efeitos colaterais da quarentena da pandemia do COVID-19. 

https://t.co/pA17c3nktn",2020-03-20
hdcmarcos,"RT @jovensreacinhas: Chineses com covid-19 no Brasil: 0

Casos de covid-19 entre a comitiva do Bozo: 18

Chineses dizendo que o vírus é men…",2020-03-20
mavinicolau,RT @anthonyepifanio: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
jeffbeast,"RT @biagranja: Agora é oficial!
Pode denunciar qualquer tuite que:
-Negue orientações de especialistas sobre COVID
-Estimule tratamentos fa…",2020-03-20
Adkifsjfldahnf,RT @mariinside: beijar é tao a.c (antes da covid) https://t.co/BPBtEJtxPk,2020-03-20
lidi_grossi,"Gostaríamos de informar que, devido aos acontecimentos relacionados ao Covid-19 (Corona Vírus) nos últimos dias, a equipe da Vox2You Araraquara estará trabalhando em home office e atendendo a todos… https://t.co/nxMyNLu75A",2020-03-20
laisscastro1,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
MegaNew57718678,"O município de Ovar revelou hoje que o cerco imposto ao concelho para contenção da Covid-19 está “mais musculado”, que a indústria não essencial já não pode laborar e que implementou um centro de rastreio e hospital de campanha. https://t.co/zbjDLO9z2b https://t.co/DqXyGZWolN",2020-03-20
AmandaSM14,"RT @icsapezal: Empatia e respeito: Como estamos lidando com o COVID-19

Nosso clube está trabalhando remotamente e nossos projetos deverão…",2020-03-20
renanjordani,"Dentro de 3 semanas será melhor nos sentirmos ridículos por ter exagerado, que nos sentirmos estúpidos por não ter agido. #COVID2019 #coronavirus #StopTheSpread #StaySafeStayHome",2020-03-20
A_peeeee,"RT @joyceluzzz: Utilidade pública: 

Se você mora em Brasília e está com os sintomas do covid-19  ligue no número 199 ( portal Corona vírus…",2020-03-20
JovemDoBar,"Aos poucos, ainda que timidamente, já vão aparecendo alguns tweets não relacionados com o Covid-19. Menos mal.",2020-03-20
ptriste,RT @DireitoBraco: Aqui na minha cidade nós médicos junto com todos os profissionais da saúde iniciamos hoje o combate específico ao COVID-1…,2020-03-20
GabrielAoS13,"RT @bielsiqueiraRJ: “Fiquem tranquilos , nosso governo está pronto para enfrentar o coronavírus”

O governo:

COVID-19 #NaQuarentenaEu #vir…",2020-03-20
SonnyMooreGordo,"RT @ColunadoFla: BOA NOTÍCIA! 🔴⚫
⠀
Uma semana após testar positivo para o #Covid19, Mauricio Gomes, dirigente do Flamengo, recebe alta nest…",2020-03-20
Neuber1979,"RT @jnascim: GRAVE: Governo corta 158 mil do Bolsa Família em meio a #COVID19; 61% são do Nordeste, por @carlosmadeiro via @UOLNoticias @UO…",2020-03-20
alerrandrozl,RT @JKnowlles: Quarentena não é férias!!! #covid19 https://t.co/OzLIhlUIO5,2020-03-20
AnikaVix,"RT @MorenaLaurinha1: H1N1
COVID-19
PT - 13
PSOL - 50
PSDB - 45

Uma praga pior que a outra 🤦🏻‍♀️🤦🏻‍♀️",2020-03-20
FMEDUCATIVAUCDB,"COVID-19: Até o dia 31 de março, o atendimento ao público vai permanecer suspenso no @museudombosco, localizado no Parque das Nações Indígenas, em Campo Grande. 
Mais informações: ☎️(67) 3312-3903.
https://t.co/OCj7JPbUsy",2020-03-20
bonnieparker00,@mermelatt Ahshhsd covid-19 cm,2020-03-20
xxxgnn,"vtmn todo mundo dessa casa que não me deixa dormir, melhor pegar covid do q fica aqui",2020-03-20
jorgevaladao,RT @startupdareal: O prédio que eu moro enviou um aviso dizendo que liberou a equipe de limpeza por causa do COVID-19 e que os moradores de…,2020-03-20
_Claudio_Leal,RT @bocaonews: Bahia tem segundo São João cancelado em razão do Coronavírus #bahia #saojoao #covid19 #coronavirus #bnews https://t.co/4RGP4…,2020-03-20
semespoficial,"O diretor-jurídico do Semesp, José Roberto Covac, fala sobre as implicações legais decorrentes da pandemia do Covid-19. Confira: https://t.co/C1zbmRATvr",2020-03-20
telminha52,"RT @hoc111: Não entendo a discussão sobre culpa chinesa no COVID-19

Quando as queimadas/desmatamentos acontecem na Amazônia, o Brasil é re…",2020-03-20
GunRwizon,"RT @criticoesocial: A #China só está a mostrar ao mundo, que poder nuclear é coisa do passado! #COVID19",2020-03-20
GabrielAmadix,"RT @OCensurado2: Faleceu hoje, em Santo Tirso, o primeiro homem por causa do Covid-19. Era casado, tinha 46 anos e era saudável. Depois de…",2020-03-20
vvitoria_021,RT @g1rio: Profissionais de saúde do RJ reclamam da falta de condições para trabalhar com pacientes de Covid-19 https://t.co/z6aiUxRTO8,2020-03-20
wnascim3,"Uma importante medida é liberar o fundão para as prioridades, não adianta eleição pois TODOS MORRERÃO!O Covid19 é democrático chegou para TODOS! Carros blindados, seguranças particulares, contas bancárias abarrotasdas, serviçais e condomínios de alto padrão não trará  imunidade.",2020-03-20
italo03021588,"RT @ColunadoFla: BOA NOTÍCIA! 🔴⚫
⠀
Uma semana após testar positivo para o #Covid19, Mauricio Gomes, dirigente do Flamengo, recebe alta nest…",2020-03-20
gabi_meirelees,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
bixncxl,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
FranAline,RT @TheInterceptBr: O tamanho da tragédia da #covid19 aqui dependerá do governo e de como a população irá respeitar as recomendações. “A po…,2020-03-20
ronaldorfreitas,RT @LuuhSoares1313: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL https://t.co/CrPs9IoUTp,2020-03-20
picapau0717,"RT @jairbolsonaro: - Considerando a incapacidade do regime ditatorial venezuelano de responder à epidemia do Covid-19, o governo brasileiro…",2020-03-20
tamire3ze,"RT @jovensreacinhas: Chineses com covid-19 no Brasil: 0

Casos de covid-19 entre a comitiva do Bozo: 18

Chineses dizendo que o vírus é men…",2020-03-20
luk84733,"RT @MajorVitorHugo: Diante do avanço da crise do COVID-19, o calendário eleitoral desse ano deve ser modificado? Muitas demandas começam a…",2020-03-20
arc_anacaroline,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
girassolloira,RT @otrapzin: covid 19? desculpa eu entendi convite pra ficar de love,2020-03-20
PalitotRosy,@JanainaDoBrasil Será que o Ministro da Saúde vai penalizar a Paraíba por não divulgar os dados reais de infectados por Covid-19 no Estado?,2020-03-20
loreenabezerra,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Victormrrj,"RT @abrigojoaorosa: Considerando a infecção pelo Covid-19, é importante diferenciar as suas características entre animais e humanos. O coro…",2020-03-20
PedroEmanoelFe1,"RT @oatila: Guardem esse contato, espalhem esse contato, respiradores são fundamentais para quem está com o pulmão atacado pela COVID-19",2020-03-20
moreiraxxxx,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
italuzinh,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
agendabafafa,"Prefeitura toma novas ações para conter a pandemia

Nesta quinta-feira (19/03), a Prefeitura atualizou resumo com as principais medidas adotadas, até o momento, para conter o contágio do coronavírus (Covid-19) na… https://t.co/LJT9NKKSis",2020-03-20
rilocrvg,RT @startupdareal: O prédio que eu moro enviou um aviso dizendo que liberou a equipe de limpeza por causa do COVID-19 e que os moradores de…,2020-03-20
erickluan14,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
profMatthias,"RT @jnascim: GRAVE: Governo corta 158 mil do Bolsa Família em meio a #COVID19; 61% são do Nordeste, por @carlosmadeiro via @UOLNoticias @UO…",2020-03-20
orionvesper,"Bom dia pessoal. 
Minha mãe é idosa de origem simples. Ela tem recebido inúmeros fake News sobre o covid19. Tenho a reeducado e  ajudando como identificar os fakes. Pessoas lindas ajude seus idosos, mais perigoso nessa hora são os fakes e a tentativa de simplificar a situação.",2020-03-20
MendesOnca,Covid-19: OMS divulga guia com cuidados para saúde mental durante pandemia | ONU News https://t.co/Bd7TSEgZ4R https://t.co/sokIMdaxPt,2020-03-20
sobreira__,É por essa e outras q eu acho q o Covid-19 é só mais uma etapa do darwinismo selecionando quem deve ficar por aqui...,2020-03-20
royaltyanaaa,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
GouveiaGra,"Covid-19. Lin vs. Trump: “Não quero saber de gripe espanhola ou sarampo alemão. As suas palavras instigam ao racismo contra asiáticos” https://t.co/bIITwM4uPE Se vocês, CHINESES, não tivessem comido cane de COBRA, o MUNDO, não estaria a passar por este INFERNO.!",2020-03-20
DALTROINFO,RT @brasil247: Filipe Martins é o 22º da comitiva de Bolsonaro com covid-19 e Planalto perde controle de casos https://t.co/L4caSCcZAw,2020-03-20
MiyriamMartins,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
cberliquinhoooo,soxtou com S de saldade e de Sai do Brasil covid-19😷😷😷,2020-03-20
masqualana,"Amigos e amigas se protejam, FIQUEM EM CASA CARALHO! O COVID-19 NÃO É BRINCADEIRA. #NovaFotoDoPerfil https://t.co/qmiRqHSSKF",2020-03-20
eduheck,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
sipmyblood,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
juliocesaramor,"RT @xicosa: Crônica da crueldade sem limite!!!
Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE @UOLNoticias @UOL h…",2020-03-20
nubiastana,"RT @conexaopolitica: Bolsonaro “é muito popular no Brasil; o povo o ama”, diz Donald Trump em coletiva sobre Covid-19
https://t.co/e9T1PJsc…",2020-03-20
pedroportela686,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
FaelFud,"RT @correio_dopovo: EUA têm 10.442 casos de coronavírus e 150 mortes decorrentes da pandemia de Covid-19 

https://t.co/Ul6JHrskCh https://…",2020-03-20
aacatao,"Petróleo em baixa e quarentena pelo Covid-19. Deuses da economia, tende piedade de nós.",2020-03-20
ClodomirFronza,RT @SenadorKajuru: Covid-19: Fiocruz pede ao STF parte do dinheiro da Lava Jato para financiar testes e leitos…,2020-03-20
mateuspereira_0,"RT @dw_brasil: Mortes por #coronavirus passam de 10 mil no mundo: 
casos diagnosticados de #COVID19 são mais de 244 mil, e mais de 86 mil p…",2020-03-20
cadelinhadojk,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
SigaJs,"JS - COVID-19: Para evitar o contágio do novo coronavírus o maior Shopping do RN fechará à partir deste sábado (21).

Leia essa e outras matérias acessando https://t.co/SwdeZssnzg

Participe de um dos grupos do blog… https://t.co/LsZtBTJEoD",2020-03-20
valmcx,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
HenriqueRK1,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Ronald_silva22,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
Cielo_br,"Pensando em como ajudar você na luta de todos os dias e nos impactos causados pelo Covid-19, a Cielo e o @sebraesp fizeram uma live sobre empreendedorismo. Se você perdeu, não tem problema, confira todo o conteúdo que rolou em nosso blog: https://t.co/AzS3XYiXdP https://t.co/iOVlfaEqri",2020-03-20
CelioFarias07,RT @MidiaNINJA: Segundo dia com ZERO novos casos na China de contágio local do #covid19,2020-03-20
BallistaDaniela,"RT @conexaopolitica: Bolsonaro “é muito popular no Brasil; o povo o ama”, diz Donald Trump em coletiva sobre Covid-19
https://t.co/e9T1PJsc…",2020-03-20
lucaskiodi7,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
xCarlosEduardo,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
gilbertorateke,"@gersonsantossc Quando o ""Bananinha"" estudar e souber a origem da gripe espanhola quem sabe ele pode começar a conjecturar e a especular sobre a origem do covid-19. E de preferência sem externar preconceitos que possam abalar as ""balanças econômicas"" do país em tempos tão difíceis.",2020-03-20
inkronin,"Primeiro dia de Quarentena, era melhor ter pegado o covid",2020-03-20
Matheus_akio,"RT @ColunadoFla: BOA NOTÍCIA! 🔴⚫
⠀
Uma semana após testar positivo para o #Covid19, Mauricio Gomes, dirigente do Flamengo, recebe alta nest…",2020-03-20
38Bolsonaro,"RT @MorenaLaurinha1: H1N1
COVID-19
PT - 13
PSOL - 50
PSDB - 45

Uma praga pior que a outra 🤦🏻‍♀️🤦🏻‍♀️",2020-03-20
hamouialberto,"Junto ao incentivo de ficar em casa, deveria haver uma proibição, sujeito à prisão perpétua, de pessoas que realizam qualquer tipo de obra nos apartamentos.

Diga não às obras durante a COVID-19!

Espalhem e conscientizem a humanidade!",2020-03-20
LdeAmanda,@jairbolsonaro como justifica essa medida de extermínio de pobre? Quer aproveitar para jogar a culpa no COVID-19 novamente?,2020-03-20
FKlynny,RT @RangelOCruel: O governo prometeu ampliar o Bolsa Família diante da crise gerada pelo covid-19. Realidade: cortou cerca de 158 mil bolsa…,2020-03-20
Hellacourtesy,"RT @carapanarana: O COVARDE-17 vai acabar fazendo mais vítimas que o COVID-19.

https://t.co/QYdc5k9l55",2020-03-20
lauraaarruda_,"RT @JonathanVicent: (CADASTRO VOLUNTÁRIO #COVID19) 

Atualmente podem se cadastrar: profissionais da saúde, estudantes, psicólogos, fisiote…",2020-03-20
rockerz,"RT @jnascim: GRAVE: Governo corta 158 mil do Bolsa Família em meio a #COVID19; 61% são do Nordeste, por @carlosmadeiro via @UOLNoticias @UO…",2020-03-20
FranklinFaruk,"Se os Auxiliares e Técnicos de Enfermagem não tiverem material de proteção básico não podem atender os pacientes!!! #Covid19 

Cadê os COREN de cada estado fiscalizando e cobrando dos Governos e dos planos de saúde?  
@Cofen_oficial",2020-03-20
jessy_fraz,RT @Carolborgess3: COVID por favor saia do meu país atividade EAD não é pra mim,2020-03-20
emilyduuarte,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
beyoncedeolinda,"RT @vinyjk: Sextoou mas tu não sextarais viu desgraça, fica em casa!

Covid-19:dia 4",2020-03-20
fatoamazonico,Mayara Pinheiro sugere restrição de viagens intermunicipais por causa do Covid-19 https://t.co/0T6PnwqbX1 via @fatoamazonico,2020-03-20
NevesNetoH,Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE  https://t.co/q36zRVIiri,2020-03-20
wpforms,"Novos dados sobre o Covid-19 em Portugal. Novas análises, projeções e comparações. https://t.co/7s9HR6hYSW

#Covid_19 #COVID2019 #COVIDー19 #Portugal #COVID19PT",2020-03-20
Sumido_,"RT @ROBOLSOMOROIII: Prendeu o medico que tentou alertar sobre o COVID-19.

Consequência ?

9115 MORTES !
9115 MORTES ! 
9115 MORTES !
9115…",2020-03-20
Shik4m4rUu,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
thefreshtoast_,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
rayuriev,"RT @milenabatista: Na Coréia do Sul, um líder religiosos culpava o ""demônio"" pelo #COVIDー19 e manteve os cultos. Resultado: quase metade do…",2020-03-20
gstvbc2,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
_CriaturaDoAlem,"RT @GovernoMA: O Centro de Testagem para o Covid-19 está em funcionamento! Se você retornou de viagem até 14 dias atrás, teve contato com a…",2020-03-20
reisinaldo,Gastos com Eleições Municipais 2020 poderão custear combate COVID-19 https://t.co/8r9W4x7DIF,2020-03-20
jbperuzia,@CNNBrasil tem uma grande torcida que deseja que o presidente pegue o Covid-19. Triste!!!!,2020-03-20
linoteca,"RT @canalpeixebabel: Crescimento dos casos de #COVIDー19 entre 22/02/2020 e 14/03/2020.
 A partir de 01/03/2020 os dados reportados passaram…",2020-03-20
qrzzcjs,RT @_helenar__: Me covid 19 vezes pra beija essa sua boca porfavo,2020-03-20
BWEXPO,"A principal forma de se prevenir contra o Covid-19 é lavando bem as mãos várias vezes ao dia com sabonete ou álcool em gel, não se esqueça.

#UNIDOSCONTRAOCOVID-19
.
.
.
Não fique de fora da BW Expo! 

Para mais informações sobre acesse:

https://t.co/WtQbIAE0ya https://t.co/jMXPL2uvjx",2020-03-20
cidadao_urbano,"《Covid-19: centros urbanos devem enfrentar situações mais graves em curto prazo》

 (Agência Fiocruz de Notícias)
https://t.co/1OChOzzNw2 https://t.co/MjnVJzeKbv",2020-03-20
caetanocontab,O Governo e os Bancos Públicos e Privados tomaram algumas medidas para poder ajudar a minimizar os efeitos da pandemia de Coronavírus (Covid-19). Veja quais foram as medidas adotadas: https://t.co/oaNkl6MlMx,2020-03-20
ProfCalasans,"Prefeitura de São José prorrogou o prazo para recebimento ISS, referente ao mês de fevereiro. O novo período segue até o dia 20 de abril, sem juros ou multas. A medida foi adotada a fim de minimizar impactos do novo Coronavírus (Covid-19). Saiba mais: https://t.co/UzaKwAa4Ie https://t.co/OW9qHKRDkR",2020-03-20
IBrasil200,"Embora o risco de transmissão do COVID-19 esteja aumentando em todo o mundo, a situação estável em Wuhan - cidade chinesa onde se originou a epidemia - permitiu que as autoridades interrompessem as operações nos hospitais temporários recém-construídos.
#china #wuhan #coronavírus https://t.co/9ALfSP9vY9",2020-03-20
Juaandemelo,"RT @Negro_Brahma: Dia 3

COVID-19, tal do coronavirus, querendo que eu saia de casa https://t.co/iMShAryIEJ",2020-03-20
viniciuslorenso,RT @UOLNoticias: Governo corta 158 mil do Bolsa Família em meio a covid-19; 61% são do NE https://t.co/SzFPp3WEZv,2020-03-20
